profile,nr_reactions,nr_comments,nr_shares,comments/post,post_interaction_rate,engagement,nr_likes,post_id,followers,post_type
knott's berry farm,83,2,1,2,"1,35E+10",13500000000.0,73,10286130875_683239000521171,637000,1
california's great america,124,4,12,6,"5,39E+11",539000000000.0,116,28442453154_583163924030177,262000,3
happy hollow park & zoo,63,4,3,5,0.001816600143281138,0.0018166001432811,48,132942835175_671912868298885,39000,1
california's great america,318,36,19,60,0.0015069215907322425,0.0015069215907322,266,28442453154_583154170697819,262000,1
busch gardens williamsburg,183,28,101,34,"4,48E+12",4480000000000.0,125,18543728314_677347057767266,690000,2
seaworld orlando,183,6,5,8,"8,31E+11",831000000000.0,148,1782696285170057_297913772910383,267000,1
seaworld san diego,63,0,1,0,"5,79E+11",579000000000.0,54,426111667814056_614410690836893,127000,1
universal orlando resort (us),442,21,91,21,"1,78E+12",1780000000000.0,360,90867402851_688442916650417,3100000,3
lake compounce,30,3,2,3,"2,14E+12",2140000000000.0,28,80018245271_697624549067403,166000,1
six flags,19,7,1,15,"7,59E+09",7590000000.0,17,8696281132_615358230792468,4400000,2
wild adventures theme park,69,21,31,43,"7,88E+11",788000000000.0,43,84679583132_687972333375952,66,1
kings island,482,55,111,73,"9,74E+11",974000000000.0,391,155893938367_683425857158439,692000,2
california's great america,44,2,7,12,"2,39E+12",2390000000000.0,44,28442453154_583115170701719,262000,1
lake winnie,67,0,13,0,"6,50E+11",650000000000.0,58,112097441679_713571394142312,123000,1
happy hollow park & zoo,18,1,1,1,"5,12E+11",512000000000.0,17,132942835175_671856831637822,39000,1
hersheypark,378,28,28,49,"5,30E+11",530000000000.0,313,16994689356_679004930926041,854000,1
six flags great america/hurricane harbor,341,67,123,105,"7,53E+11",753000000000.0,228,10583866355_748996167270806,733000,2
busch gardens tampa bay,134,8,11,9,"2,28E+12",2280000000000.0,113,68181225238_675721877919786,692000,1
santa cruz beach boardwalk,3076,134,867,175,0.009928417986879443,0.0099284179868794,2678,40035168377_702678638569840,400000,2
sesame place san diego,34,4,1,4,0.0015831777218478526,0.0015831777218478,24,116946949686332_802372528565129,29000,2
silverwood theme park,57,2,1,3,"1,59E+12",1590000000000.0,55,762701550509617_601429102186487,381000,1
six flags discovery kingdom,17,0,0,0,"6,37E+10",63700000000.0,15,59636827742_678664694296002,275000,1
walt disney world,3826,427,1102,2202,"4,09E+12",4090000000000.0,2694,155669083273_10162195227763274,16000000,2
walt disney studios (us),317,16,24,30,"9,96E+08",996000000.0,244,111382562236411_822090002873271,16000000,2
cedar point,138,8,10,11,"1,01E+12",1010000000000.0,116,10625691462_677557351070190,1500000,1
silverwood theme park,46,7,2,7,"1,44E+11",144000000000.0,41,762701550509617_601405408855523,381000,3
acn - america's coaster network,4,0,0,0,0.002243409983174425,0.0022434099831744,3,111078814744_962402044862707,4000,2
walt disney animation studios,1577,25,167,26,"1,38E+12",1380000000000.0,1138,23245476854_859613158868875,12000000,1
busch gardens tampa bay,105,6,13,6,"1,84E+12",1840000000000.0,90,68181225238_675645447927429,692000,2
waterville usa,4,0,1,0,"8,67E+10",86700000000.0,4,138319355040_588169516865730,58000,1
knott's berry farm,235,31,35,37,"4,81E+12",4810000000000.0,178,10286130875_683079750537096,637000,2
playland,1,0,0,0,"3,09E+10",30900000000.0,1,170865866397863_613576847566753,23000,1
six flags great adventure,56,2,2,2,"5,33E+09",5330000000.0,53,69421318512_667697142059623,1100000,1
playland park,5,0,3,0,"1,70E+12",1700000000000.0,5,8119908863_679091544262654,47000,1
cedar point,242,11,46,11,"1,90E+12",1900000000000.0,181,10625691462_677500571075868,1500000,2
universal orlando resort (us),2823,289,674,434,0.0012631512651756491,0.0012631512651756,2277,90867402851_688261493335226,3100000,1
quassy amusement & waterpark,13,0,3,0,"4,15E+12",4150000000000.0,11,38328744398_681871773972644,39000,1
california's great america,61,9,9,9,"3,00E+11",300000000000.0,53,28442453154_582867884059781,262000,1
happy hollow park & zoo,15,0,0,0,"3,84E+12",3840000000000.0,12,132942835175_671467131676792,39000,2
happy hollow park & zoo,6,0,0,0,"1,54E+12",1540000000000.0,6,132942835175_671448715011967,39000,1
wild adventures theme park,37,6,3,6,"2,54E+11",254000000000.0,28,84679583132_687554766751042,66,1
hersheypark,184,11,9,13,"2,40E+12",2400000000000.0,172,16994689356_678563517636849,854000,1
walt disney animation studios,370,4,30,4,"3,16E+11",316000000000.0,262,23245476854_859283875568470,12000000,2
fun spot america,6,1,1,1,"8,15E+08",815000000.0,6,184020466977_682425790590103,100000,2
pacific park,11,1,2,1,"2,50E+11",250000000000.0,10,61119627598_673862184789530,55000,1
kings island,207,88,122,144,"6,91E+11",691000000000.0,179,155893938367_682967020537656,692000,3
happy hollow park & zoo,70,6,6,6,0.0020980452359021596,0.0020980452359021,67,132942835175_671400378350134,39000,2
california's great america,440,40,54,69,0.0021371009068444167,0.0021371009068444,304,28442453154_582690390744197,262000,1
california's great america,203,9,24,9,"8,96E+11",896000000000.0,160,28442453154_582682664078303,262000,3
canada's wonderland,87,23,13,41,"1,65E+12",1650000000000.0,80,95469803923_686928300142487,837016,1
playland park,4,0,0,0,"8,50E+09",8500000000.0,3,8119908863_678697367635405,47000,1
busch gardens williamsburg,58,4,0,5,"8,88E+10",88800000000.0,57,18543728314_676809934487645,690000,3
seaworld san diego,50,6,1,7,"5,25E+11",525000000000.0,30,426111667814056_613925190885443,127000,3
six flags great adventure,310,21,35,37,"3,39E+11",339000000000.0,268,69421318512_667325468763457,1100000,1
belmont park,6,1,1,1,"1,60E+12",1600000000000.0,6,83231004302_684158663748200,51000,1
busch gardens tampa bay,244,24,30,30,"4,51E+11",451000000000.0,182,68181225238_675158231309484,692000,2
cedar point,357,30,37,37,"2,75E+11",275000000000.0,289,10625691462_677076297784962,1500000,2
walt disney animation studios,1214,31,48,42,"1,02E+12",1020000000000.0,893,23245476854_859162668913924,12000000,1
silverwood theme park,70,4,2,7,"2,06E+12",2060000000000.0,66,762701550509617_600974678898596,381000,3
universal orlando resort (us),738,124,37,146,"2,96E+11",296000000000.0,596,90867402851_687838240044218,3100000,1
sesame place san diego,16,2,0,2,"7,33E+11",733000000000.0,13,116946949686332_801003695368679,29000,1
six flags great adventure,68,13,18,24,"9,77E+10",97700000000.0,57,69421318512_667292105433460,1100000,1
belmont park,27,1,2,1,"5,98E+11",598000000000.0,24,83231004302_197109749807300,51000,1
quassy amusement & waterpark,16,1,0,2,"4,67E+12",4670000000000.0,12,38328744398_681438907349264,39000,3
six flags great america/hurricane harbor,27,4,3,4,"4,50E+10",45000000000.0,27,10583866355_748410550662701,733000,1
wild adventures theme park,33,5,9,8,"2,76E+12",2760000000000.0,30,84679583132_687433586763160,66,3
six flags great escape and hurricane harbor,134,30,40,45,0.0026055299100556798,0.0026055299100556,96,51613191805_666827682144743,84000,1
six flags great adventure,112,3,8,3,"1,09E+12",1090000000000.0,90,69421318512_667273485435322,1100000,1
santa cruz beach boardwalk,1537,94,222,146,0.004593006574870829,0.0045930065748708,1260,40035168377_704000938437610,400000,1
skypark at santa's village,87,5,13,6,0.001915778058919212,0.0019157780589192,79,653315854781004_598631992450942,57000,3
knott's berry farm,623,40,39,60,0.001130718585756078,0.001130718585756,463,10286130875_682642553914149,637000,1
six flags discovery kingdom,192,12,12,13,"8,14E+10",81400000000.0,128,59636827742_678089897686815,275000,1
seaworld san diego,44,4,0,4,"4,34E+12",4340000000000.0,30,426111667814056_613858714225424,127000,1
playland,2,0,0,0,"6,17E+09",6170000000.0,2,170865866397863_613058350951936,23000,2
knott's berry farm,952,269,279,481,0.0026811498875545783,0.0026811498875545,821,10286130875_682622883916116,637000,3
silverwood theme park,247,64,17,92,"9,30E+11",930000000000.0,207,762701550509617_600918912237506,381000,1
six flags great adventure,170,3,23,4,"1,75E+12",1750000000000.0,126,69421318512_667229952106342,1100000,1
west edmonton mall,52,6,9,7,"3,72E+11",372000000000.0,48,207298682218_679963497511419,189464,1
lake compounce,50,10,5,12,"4,09E+11",409000000000.0,50,80018245271_696881792475012,166000,1
seaworld orlando,115,2,7,4,"5,34E+10",53400000000.0,111,1782696285170057_297280669640360,267000,1
waterville usa,2,0,1,0,"5,20E+10",52000000000.0,2,138319355040_588169240199091,58000,2
playland park,22,2,1,2,"5,31E+11",531000000000.0,20,8119908863_678574087647733,47000,1
skypark at santa's village,3,0,0,0,"5,42E+10",54200000000.0,3,653315854781004_598586819122126,57000,1
marineland,62,4,2,4,"7,73E+10",77300000000.0,47,108249372532899_662874752539197,22000,1
universal orlando resort (us),576,54,74,75,"2,33E+12",2330000000000.0,488,90867402851_687728783388497,3100000,3
busch gardens tampa bay,211,13,39,14,"3,91E+12",3910000000000.0,151,68181225238_675039727988001,692000,2
canada's wonderland,224,131,90,259,"6,72E+11",672000000000.0,183,95469803923_686783290156988,837016,1
wild adventures theme park,111,6,7,6,"6,84E+11",684000000000.0,67,84679583132_687322313440954,66,1
canada's wonderland,485,82,118,114,"8,41E+11",841000000000.0,408,95469803923_686747503493900,837016,1
kings island,4456,641,1527,947,0.010130793958947625,0.0101307939589476,3413,155893938367_682730837227941,692000,1
playland park,26,2,2,3,"6,59E+11",659000000000.0,24,8119908863_678476344324174,47000,3
quassy amusement & waterpark,12,0,1,0,"3,37E+12",3370000000000.0,9,38328744398_681291127364042,39000,2
castles & coasters,2,0,0,0,"8,07E+11",807000000000.0,2,252289045458198_665168022300718,2300,1
playland,2,0,0,0,"6,17E+09",6170000000.0,2,170865866397863_613050317619406,23000,1
hersheypark,629,62,83,103,"9,50E+11",950000000000.0,534,16994689356_678228394337028,854000,1
disneyland paris,357,145,6,278,"1,21E+11",121000000000.0,288,652389081615295_2327573817430138,5200000,1
six flags discovery kingdom,72,0,2,0,"2,77E+11",277000000000.0,58,59636827742_677625421066596,275000,1
hersheypark,632,76,155,121,0.0010586316369966108,0.0010586316369966,523,16994689356_677934581033076,854000,2
elitch gardens,37,18,13,28,"5,27E+10",52700000000.0,25,62242807350_667380588761569,145000,1
six flags great adventure,306,8,18,9,"2,96E+11",296000000000.0,271,69421318512_666822332147104,1100000,1
kings island,1544,699,392,1037,0.004347368328697895,0.0043473683286978,1198,155893938367_682383953929296,692000,1
pacific park,25,3,3,3,"5,54E+11",554000000000.0,19,61119627598_673325361509879,55000,1
canada's wonderland,31,3,5,3,"4,58E+11",458000000000.0,28,95469803923_686379970197320,837016,3
walt disney animation studios,1114,55,145,72,"1,04E+12",1040000000000.0,765,23245476854_858677022295822,12000000,2
busch gardens williamsburg,69,8,20,12,"1,42E+11",142000000000.0,55,18543728314_676225224546116,690000,1
six flags great america/hurricane harbor,72,8,5,12,"1,18E+12",1180000000000.0,60,10583866355_747864260717330,733000,1
lake compounce,18,4,1,4,"1,40E+11",140000000000.0,12,80018245271_696409799188878,166000,1
six flags,34,6,2,8,"9,54E+09",9540000000.0,25,8696281132_614000537594904,4400000,1
cedar point,229,20,120,31,"2,42E+11",242000000000.0,196,10625691462_676472787845313,1500000,1
six flags great escape and hurricane harbor,2237,121,230,163,0.03129797336697171,0.0312979733669717,1473,51613191805_666328798861298,84000,1
legoland california,69,4,3,4,"1,16E+12",1160000000000.0,65,143631389003522_680363947463203,650000,1
belmont park,7,1,0,1,"1,60E+12",1600000000000.0,7,83231004302_683588227138577,51000,1
cedar point,550,79,148,131,"5,28E+11",528000000000.0,535,10625691462_676447884514470,1500000,3
sesame place san diego,45,3,1,3,0.0020013069759843164,0.0020013069759843,36,116946949686332_799659838836398,29000,1
glenwood caverns adventure park,13,0,3,0,"1,80E+12",1800000000000.0,11,58441077768_681715934000498,93000,1
seaworld san diego,43,5,2,5,"4,53E+12",4530000000000.0,36,426111667814056_613341507610478,127000,1
happy hollow park & zoo,8,0,1,0,"2,30E+11",230000000000.0,8,132942835175_670763635080475,39000,2
santa cruz beach boardwalk,46,2,7,3,"1,35E+11",135000000000.0,41,40035168377_699536388884065,400000,3
playland park,28,3,1,7,"7,65E+11",765000000000.0,25,8119908863_677992114372597,47000,1
hersheypark,691,77,73,116,0.0010259866085429708,0.0010259866085429,578,16994689356_677812684378599,854000,2
knott's berry farm,982,67,101,82,0.0018245917378100828,0.00182459173781,759,10286130875_682111210633950,637000,2
disneyland,7237,175,831,286,"4,86E+12",4860000000000.0,5717,11081890741_672329771587571,16000000,2
silverwood theme park,68,12,6,16,"2,35E+12",2350000000000.0,58,762701550509617_600382145624516,381000,1
west edmonton mall,30,5,7,5,"2,29E+12",2290000000000.0,27,207298682218_679399130901189,189464,3
six flags over georgia & hurricane harbor,54,25,7,39,"2,05E+12",2050000000000.0,45,34284255238_669264521903180,479000,2
playland park,17,7,2,14,"7,01E+11",701000000000.0,17,8119908863_677936761044799,47000,3
waterville usa,10,1,0,1,"1,91E+12",1910000000000.0,6,138319355040_588168930199122,58000,1
busch gardens williamsburg,179,35,27,48,"3,58E+12",3580000000000.0,155,18543728314_676025657899406,690000,1
marineland,51,2,2,2,"6,26E+11",626000000000.0,38,108249372532899_662296205930385,22000,1
playland,4,0,0,0,"1,23E+10",12300000000.0,3,170865866397863_612552787669159,23000,1
disneyland paris,195,35,5,46,"4,66E+10",46600000000.0,164,652389081615295_2326990167488503,5200000,1
playland park,109,9,26,18,0.0032506161298546782,0.0032506161298546,92,8119908863_677521147753027,47000,1
happy hollow park & zoo,4,0,0,0,"1,02E+12",1020000000000.0,3,132942835175_670320848458087,39000,1
wild adventures theme park,245,910,95,1545,0.010390941965073204,0.0103909419650732,190,84679583132_686405533532632,66,1
six flags magic mountain,148,19,16,27,"2,90E+12",2900000000000.0,112,67502107124_673505354812127,660000,1
canada's wonderland,169,21,24,26,"2,57E+11",257000000000.0,143,95469803923_685764816925502,837016,1
six flags over georgia & hurricane harbor,111,31,13,42,"3,40E+12",3400000000000.0,83,34284255238_668824998613799,479000,1
walt disney animation studios,2980,42,305,81,"2,63E+12",2630000000000.0,2099,23245476854_858188472344677,12000000,1
universal studios hollywood,326,56,36,78,"1,63E+12",1630000000000.0,281,61784580148_10160772880875149,2700000,1
happy hollow park & zoo,8,0,0,0,"2,05E+12",2050000000000.0,7,132942835175_670288578461314,39000,1
lake compounce,48,5,3,10,"3,72E+10",37200000000.0,42,80018245271_695782412584950,166000,1
six flags,94,9,6,11,"2,41E+11",241000000000.0,79,8696281132_613442937650664,4400000,1
sesame place san diego,15,2,0,2,"6,97E+11",697000000000.0,13,116946949686332_797894512346264,29000,1
west edmonton mall,239,50,27,73,0.0018525400017487103,0.0018525400017487,190,207298682218_678945954279840,189464,1
wild adventures theme park,25,1,4,1,"1,65E+11",165000000000.0,21,84679583132_686363443536841,66,1
sea life park,12,0,2,0,"5,34E+11",534000000000.0,12,105015532870022_621956356704229,26000,1
happy hollow park & zoo,30,2,1,2,"8,44E+11",844000000000.0,22,132942835175_670247115132127,39000,1
six flags discovery kingdom,26,3,6,4,"1,35E+12",1350000000000.0,21,59636827742_676994774462994,275000,1
playland park,53,2,3,2,0.0012325739544372662,0.0012325739544372,52,8119908863_677368914434917,47000,1
skypark at santa's village,9,2,2,2,"2,35E+12",2350000000000.0,8,653315854781004_597642672549874,57000,1
lake compounce,34,6,6,13,"3,24E+11",324000000000.0,31,80018245271_695720945924430,166000,1
skypark at santa's village,9,0,2,0,"1,99E+12",1990000000000.0,6,653315854781004_597630192551122,57000,1
cedar point,536,131,122,213,"5,55E+10",55500000000.0,408,10625691462_675814577911134,1500000,1
santa cruz beach boardwalk,67,5,5,5,"1,86E+12",1860000000000.0,64,40035168377_702615031909534,400000,1
playland,12,0,0,0,"3,70E+10",37000000000.0,12,170865866397863_612203187704119,23000,3
busch gardens williamsburg,84,14,3,26,"1,59E+12",1590000000000.0,77,18543728314_675536937948278,690000,1
silverwood theme park,48,129,1,152,"5,25E+11",525000000000.0,48,762701550509617_599871009008963,381000,1
walt disney animation studios,678,48,72,76,"6,46E+10",64600000000.0,498,23245476854_858068139023377,12000000,1
seaworld san diego,52,4,2,4,"5,25E+11",525000000000.0,43,426111667814056_612763364334959,127000,1
walt disney animation studios,807,42,144,58,"7,89E+10",78900000000.0,539,23245476854_857710832392441,12000000,2
six flags great adventure,195,12,7,14,"1,92E+11",192000000000.0,179,69421318512_666139795548691,1100000,1
busch gardens tampa bay,184,30,3,42,"3,40E+11",340000000000.0,148,68181225238_673962164762424,692000,1
six flags great escape and hurricane harbor,154,8,39,15,0.002475394813571828,0.0024753948135718,132,51613191805_665598192267692,84000,1
wild adventures theme park,46,3,3,3,"2,87E+12",2870000000000.0,25,84679583132_686237086882810,66,1
playland,3,0,0,0,"9,25E+09",9250000000.0,3,170865866397863_612074377717000,23000,2
gilroy gardens,1621,21,38,29,0.0208251085669167,0.0208251085669167,1534,122943674395623_671634918334825,83000,1
